Name,Age,Height,Weight,ValueEUR,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall
F. Ayala,32,174,72,275000,Medium,Medium,60,32,44,37,65,70,62
M. Platt,23,188,80,750000,Low,High,63,28,42,44,61,72,62
J. Bolívar,19,175,71,950000,High,Medium,58,63,53,63,27,61,62
G. Lillard,25,193,88,450000,Medium,Medium,42,27,42,37,62,73,62
Thierno,21,175,70,975000,Medium,Medium,75,58,61,65,37,57,62
Lucas Esteves,21,170,67,575000,Medium,Medium,73,42,59,65,58,51,62
J. Penrice,22,177,73,775000,High,Medium,76,48,54,62,56,63,62
J. Brown,22,180,79,775000,High,Medium,77,36,47,53,60,70,62
L. Görlich,21,181,76,850000,Medium,Medium,68,40,54,59,57,61,62
Patrick,23,180,70,600000,Medium,Medium,71,62,65,62,35,58,62
M. Siby,24,191,84,750000,Medium,Medium,51,41,53,54,58,76,62
T. Imai,30,178,78,325000,Medium,Medium,63,24,43,52,60,70,62
Z. Francis-Angol,28,173,77,350000,High,Medium,74,38,53,57,57,67,62
H. McKirdy,24,170,67,575000,Medium,Low,83,57,56,65,31,46,62
M. McGuane,22,178,73,900000,Medium,Medium,71,47,62,64,54,63,62
A. Burlacu,24,186,76,625000,Medium,Medium,77,60,57,61,26,57,62
S. Robertson,19,172,64,900000,High,Medium,72,45,60,66,57,59,62
Unai Rementería,21,182,80,800000,High,Medium,67,56,60,58,61,67,62
H. Lawrence,19,178,76,1000000,Medium,Medium,75,44,52,60,57,62,62
N. Maynard,34,180,70,190000,High,Medium,65,63,57,62,29,65,62
Miguel Berry,23,190,82,625000,Medium,Medium,65,61,45,61,27,68,62
C. Ripley,28,191,96,350000,Medium,Medium,63,62,62,64,27,60,62
S. Babkin,18,176,62,925000,Medium,Medium,67,53,59,61,52,51,62
E. Kehrer,19,171,65,875000,Medium,Medium,58,64,46,66,25,57,62
Shao Puliang,31,187,83,210000,Medium,Medium,58,62,63,59,33,63,62
G. Guerrieri,25,184,78,425000,Medium,Medium,63,60,59,62,45,60,62
A. Athanasakopoulos,19,178,67,950000,Medium,Low,66,55,63,67,34,45,62
A. Sanaia,31,181,70,275000,Medium,Medium,52,37,55,55,62,69,62
N. Delfouneso,30,186,78,400000,Medium,Medium,68,60,58,66,29,58,62
E. Rentería,36,178,80,140000,High,Low,61,60,51,61,33,74,62
C. Porter,37,186,83,140000,High,Medium,43,64,52,59,38,67,62
T. Gunte,24,194,82,550000,Medium,Medium,55,33,41,43,61,73,62
M. Hauptmeijer,24,190,70,500000,Medium,Medium,60,62,60,66,34,63,62
B. Tabla,22,174,69,900000,High,Low,77,58,59,72,34,44,62
S. Kavrazlı,19,178,70,950000,High,Medium,66,63,50,61,21,53,62
O. Ndong,21,192,85,575000,Medium,Medium,52,30,45,44,61,71,62
N. Iosifov,20,175,62,950000,Medium,Medium,71,62,59,66,26,46,62
L. Gordinho,27,185,78,375000,Medium,Medium,61,35,49,52,60,67,62
M. Haas,25,180,76,550000,Medium,Medium,70,48,54,60,59,62,62
S. Edozie,18,167,71,1100000,Medium,Medium,75,55,55,65,28,47,62
G. Kelly,24,188,77,800000,Medium,Medium,60,62,48,54,22,71,62
A. Sangante,19,182,75,875000,Medium,Medium,58,31,47,47,62,66,62
K. Mellor,30,187,75,350000,High,Medium,67,40,54,57,58,69,62
D. Blažević,28,190,88,350000,Medium,Medium,63,57,55,66,27,60,62
D. Connolly,26,176,69,475000,Medium,Medium,92,54,55,64,30,60,62
A. Ashraf,28,178,76,400000,Medium,Low,75,51,56,67,38,55,62
Álex Serrano,26,184,76,525000,Medium,High,57,61,63,65,49,59,62
J. Rivas,18,171,68,875000,High,High,68,32,42,56,62,48,62
V. Yakovlev,19,185,77,950000,High,Low,64,64,46,59,22,52,62
N. Piwernetz,21,176,72,775000,Medium,Medium,71,31,44,60,61,61,62
Tomás Castro,22,181,74,900000,High,Medium,63,58,63,64,39,48,62
A. Dobrosavlevici,26,185,80,450000,Medium,Medium,54,27,34,34,61,71,62
J. Wilson,25,183,73,525000,Medium,Medium,72,63,55,61,26,58,62
N. Monzango,20,184,72,825000,Medium,High,62,28,42,48,64,53,62
G. Olguín,26,184,85,525000,Low,High,50,30,39,41,63,70,62
J. Grounds,33,185,87,190000,Low,High,55,41,54,56,60,72,62
N. Sakai,28,179,82,400000,Medium,Medium,68,60,60,61,57,69,62
N. Lüchinger,26,174,68,475000,Low,Medium,71,28,52,65,57,66,62
G. Taft,27,191,74,400000,Medium,Medium,53,35,49,48,61,74,62
J. Kempin,28,185,78,325000,Medium,Medium,63,55,62,66,57,64,62
J. Eseiza,19,185,74,825000,Medium,Medium,62,33,49,58,63,65,62
S. Brown,36,188,87,45000,Medium,Medium,63,60,60,62,51,61,62
F. Strauss,20,186,80,825000,Medium,High,69,40,55,57,59,72,62
Hong Hyeon Seok,22,177,68,800000,Medium,Medium,66,51,63,64,59,63,62
S. Ottesen,20,180,75,925000,Medium,Medium,73,39,53,58,57,65,62
J. Žambůrek,20,175,61,950000,High,Medium,62,46,60,65,41,51,62
A. Hernández,28,171,65,375000,Medium,High,51,48,53,60,62,57,62
T. Al Ammar,21,173,70,900000,High,Medium,72,53,62,67,48,62,62
J. Arak,26,183,78,525000,Medium,Low,73,56,58,60,37,68,62
P. Azogue,26,177,76,500000,Medium,Medium,56,47,56,55,59,64,62
Y. Tolosa,22,170,68,975000,Medium,Medium,69,47,60,65,29,51,62
J. Gordon,26,178,70,475000,Medium,High,78,59,55,64,50,78,62
J. Amaluzor,24,183,73,575000,High,Medium,91,50,53,64,41,70,62
J. Rose,26,191,75,425000,Medium,Medium,64,60,58,64,42,61,62
H. Lewis,23,191,77,775000,Medium,Medium,64,59,57,64,33,60,62
H. White,19,178,70,975000,Medium,Medium,69,56,65,63,57,56,62
F. Piszczek,26,188,77,500000,Medium,Low,80,57,49,63,27,63,62
S. Johansen,25,190,88,525000,Medium,Medium,53,31,29,49,62,73,62
Luo Jing,27,181,76,425000,Medium,Medium,66,60,59,62,61,61,62
C. Burton,24,188,80,425000,Medium,Medium,64,61,60,64,44,59,62
A. Greene,31,177,79,325000,High,High,82,58,55,61,36,70,62
K. Bennetts,22,179,78,900000,High,Medium,75,57,58,66,41,55,62
J. Kay,24,183,75,550000,High,High,72,54,53,58,56,66,62
J. Bennett,19,180,75,1000000,High,Low,76,59,55,64,32,43,62
J. Tartarotti,21,176,70,800000,High,Medium,65,56,63,66,55,62,62
Diego Fuoli,23,188,77,775000,Medium,Medium,61,60,63,64,28,61,62
A. Lyons,20,173,58,925000,Medium,Medium,71,44,54,57,59,59,62
M. Welch-Hayes,24,180,77,550000,Medium,Medium,76,36,48,54,60,69,62
K. Wallace,26,186,75,475000,Medium,Medium,61,49,56,61,59,66,62
J. Payne,29,173,58,400000,Medium,Medium,61,57,60,63,58,67,62
Z. McGraw,24,193,93,750000,High,High,59,41,58,51,60,73,62
R. Sila,23,185,78,575000,Medium,Medium,73,61,53,63,27,60,62
D. Csóka,21,188,78,825000,Medium,Medium,61,24,43,50,61,70,62
R. McArdle,34,185,73,130000,Low,Medium,34,27,43,39,62,72,62
C. Slattery,22,175,70,925000,Medium,Medium,68,59,59,64,57,68,62
Park Jeong Su,27,188,75,425000,Medium,High,59,32,47,55,59,70,62
K. Rendón,28,182,74,400000,High,Medium,74,60,64,63,53,68,62
Fabio Blanco,17,179,71,1200000,Medium,Medium,73,56,55,67,28,46,62
A. Bălan,31,185,81,325000,Medium,Medium,54,62,47,62,45,75,62
N. Lang,19,185,77,875000,Medium,Medium,70,22,39,49,61,65,62
T. Nakamura,20,179,70,825000,Medium,Medium,66,31,57,60,55,66,62
N. Knothe,22,188,82,825000,Medium,Medium,61,36,45,44,63,67,62
E. Massouema,24,185,78,800000,Medium,Medium,60,48,59,62,61,65,62
You Ju An,22,177,70,650000,High,Medium,72,59,57,64,37,64,62
A. Berardi,30,185,78,275000,Medium,Medium,61,58,56,64,51,63,62
Choi Jung Won,25,186,83,500000,Medium,Medium,60,44,52,57,61,71,62
M. Arzamendia,23,190,87,675000,Medium,Medium,61,60,55,62,29,61,62
K. Appiah,30,180,80,400000,Medium,Medium,79,61,50,63,34,68,62
Lee Dong Su,27,185,72,450000,Medium,Medium,55,45,56,60,60,66,62
E. Masciangelo,24,177,69,550000,High,Medium,73,39,47,63,60,57,62
P. Bonilla,21,173,70,950000,High,Medium,83,50,59,64,52,56,62
M. Grabowski,21,177,65,850000,Medium,Medium,79,32,51,61,58,60,62
H. McGahey,25,187,85,500000,Medium,Medium,73,32,47,48,61,72,62
Lei Tenglong,30,183,70,325000,Medium,Medium,65,24,41,46,62,66,62
S. Amro,31,175,72,300000,Medium,High,73,47,59,55,56,69,62
O. Stanisic,27,195,83,425000,Medium,Medium,62,31,41,47,61,73,62
Jung Sang Bin,19,175,72,1000000,High,High,85,58,56,64,24,61,62
F. Casanova,24,193,78,475000,Medium,Medium,64,55,62,72,24,59,62
I. Hutchinson,21,178,70,900000,Medium,Medium,72,62,60,67,53,57,62
C. Whelan,22,176,70,800000,Medium,Medium,60,52,60,63,61,62,62
I. Tapia,22,188,72,925000,Medium,Medium,54,31,38,38,62,69,62
L. John,27,190,85,425000,Medium,Medium,65,25,41,45,61,71,62
F. Peraza,28,184,78,400000,Medium,High,60,62,47,51,37,67,62
D. Tomii,31,182,74,210000,Medium,Medium,65,58,53,63,34,63,62
N. Bishop,21,185,72,850000,Medium,Medium,63,61,58,63,21,62,62
A. Sotona,18,179,63,925000,Medium,Medium,89,58,52,66,28,48,62
C. Eastmond,30,183,75,375000,Medium,High,62,58,60,61,59,74,62
D. Ferguson,27,178,76,425000,High,High,74,43,54,60,56,66,62
Dêniro Prestes,21,187,82,475000,Medium,Medium,47,64,44,58,27,73,62
S. Tapiero,29,183,75,350000,Medium,High,63,34,53,58,59,65,62
A. Damlu,21,191,86,775000,Medium,Medium,61,62,56,62,23,59,62
J. Nilsson,26,180,75,425000,Medium,Medium,66,49,57,59,54,59,62
K. Gruszkowski,20,183,74,925000,Medium,Medium,76,37,51,57,57,63,62
D. O'Connor,21,189,86,825000,Medium,High,64,28,45,36,64,66,62
H. Zackrisson,26,189,93,450000,Medium,Medium,55,51,50,50,60,73,62
M. Brasil,22,180,72,825000,Medium,Medium,59,24,39,45,61,62,62
D. Udoh,24,183,73,600000,High,Medium,80,59,51,64,35,64,62
F. Sucsuz,25,172,67,525000,Medium,Medium,77,44,60,63,55,59,62
A. Rațiu,23,183,72,875000,Medium,Medium,65,54,59,65,59,58,62
O. Zapata,31,186,82,275000,Medium,Medium,51,36,46,42,59,74,62
A. Arli,18,193,77,850000,Medium,Low,77,55,58,69,23,48,62
K. Podliński,23,194,89,900000,Medium,Medium,69,60,45,57,28,74,62
D. McMillan,32,180,77,325000,Medium,Low,59,61,50,58,27,65,62
P. Sprint,28,196,98,350000,Medium,Medium,62,58,73,61,40,65,62
J. Mahon,21,186,84,575000,Low,Medium,61,30,46,51,61,75,62
B. Bida,20,175,66,950000,High,Medium,83,62,54,61,21,55,62
Zheng Dalun,27,170,69,425000,Medium,High,77,56,55,66,49,55,62
H. Charsley,24,175,64,625000,Medium,High,67,58,62,66,54,65,62
A. Casquete,23,175,73,625000,High,Low,77,49,58,64,34,64,62
V. Gendrey,21,179,75,850000,Medium,Medium,66,33,44,65,61,64,62
A. Al Kassar,30,177,72,275000,Medium,Medium,62,60,54,67,41,60,62
S. Benyamina,31,190,79,325000,Medium,Medium,67,62,42,62,34,69,62
N. Michelis,20,192,79,900000,Medium,Medium,59,32,42,35,63,63,62
M. Röhl,18,191,80,925000,Medium,High,69,40,61,59,57,64,62
B. Servania,22,178,73,750000,Medium,Medium,68,50,59,64,58,61,62
J. Machado,39,185,84,70000,Low,High,60,35,40,34,64,66,62
F. Sjølstad,27,187,78,425000,Medium,Medium,70,41,56,60,58,67,62
F. Heister,24,179,75,500000,High,Medium,88,52,58,67,52,61,62
H. Zuck,30,176,69,350000,High,Medium,72,49,63,68,53,54,62
J. Hanson,25,178,79,525000,Medium,Medium,55,49,62,57,62,66,62
C. Sosa,33,173,77,240000,Medium,Medium,67,51,54,63,57,64,62
D. Rivillo,24,178,71,750000,Medium,Medium,75,49,53,60,55,54,62
N. García,20,185,78,875000,High,Low,68,62,51,61,26,55,62
F. Sachpekidis,23,180,76,800000,Medium,Medium,66,60,58,67,36,65,62
T. Elliott,30,193,76,400000,High,Medium,64,59,49,58,34,74,62
N. Huggins,20,174,66,925000,High,Medium,79,54,55,62,53,56,62
A. Hausch,18,175,65,1000000,High,Medium,81,59,51,64,29,45,62
Pedro Malheiro,20,179,66,825000,High,Medium,73,55,54,66,55,49,62
M. Shelton,24,183,70,600000,Medium,High,68,55,60,62,60,72,62
L. Watkowiak,25,197,105,475000,Medium,Medium,59,59,57,66,22,63,62
T. Prica,19,183,75,950000,High,Medium,72,64,53,64,21,70,62
M. Mosquera,20,187,79,900000,Medium,Medium,49,40,47,45,62,66,62
N. Stosic,21,180,76,800000,Medium,Medium,73,54,60,63,51,64,62
T. Buhagiar,23,178,65,625000,High,High,93,54,50,64,23,64,62
T. Aasgaard,19,170,72,950000,High,Medium,74,53,56,65,37,42,62
G. Coulibaly,35,183,79,110000,Medium,High,36,51,58,52,62,68,62
R. Chávez,20,175,70,875000,Medium,Medium,58,57,63,61,44,56,62
M. Hausjell,22,176,70,800000,Medium,Medium,77,61,56,64,21,54,62
B. Nehrig,34,180,81,140000,Medium,Medium,51,49,59,57,61,60,62
N. Plume,24,187,78,525000,Low,High,60,50,55,56,61,69,62
B. Prokopič,33,181,75,240000,Medium,Medium,53,58,64,64,57,58,62
A. Álvarez,21,175,65,850000,Medium,Medium,73,38,50,64,57,55,62
M. Velásquez,22,175,66,900000,High,Medium,64,56,59,68,41,46,62
V. Meien,23,186,79,575000,Medium,Medium,64,47,55,58,61,71,62
H. Bunn,28,175,74,400000,Low,Low,70,65,60,60,37,53,62
L. Rinaldi,27,180,75,475000,Medium,Low,70,62,54,64,24,64,62
T. King,26,192,80,425000,Medium,Medium,64,62,60,64,42,61,62
H. Nakabayashi,35,182,73,45000,Medium,Medium,63,59,66,64,23,62,62
M. Karwot,28,187,80,375000,Medium,High,65,48,58,55,57,74,62
K. Bangunagande,19,174,74,825000,Medium,Medium,81,36,57,63,56,70,62
A. Kojic,25,185,75,550000,Medium,Medium,78,33,47,56,58,67,62
R. Delaney,24,196,72,575000,Medium,High,48,28,43,48,61,73,62
P. Sussek,21,176,68,900000,Medium,Medium,73,50,56,67,27,48,62
B. Hvidt,21,185,78,900000,Medium,High,44,54,58,63,63,70,62
A. Chandarov,22,183,73,800000,Medium,Medium,68,58,61,62,39,59,62
H. Yamada,21,183,76,900000,Medium,Low,69,59,56,58,26,65,62
M. Otazú,24,183,80,500000,Medium,Medium,67,51,48,60,60,61,62
R. Matsuda,29,175,70,400000,Medium,Medium,59,64,55,57,32,57,62
N. Pennington,22,182,74,900000,Medium,High,58,51,59,59,59,65,62
R. Nartey,22,184,78,825000,Medium,Medium,64,28,51,54,61,66,62
R. Cabrera,32,187,79,250000,Medium,Medium,45,35,37,37,62,72,62
K. Tachi,23,173,73,750000,Low,High,71,27,48,54,61,65,62
J. Luján,24,184,80,575000,Medium,Medium,58,23,37,37,64,63,62
S. Güler,26,184,83,450000,Medium,High,61,36,47,47,61,73,62
F. Rawson,24,193,73,550000,Medium,Medium,53,32,44,45,61,75,62
A. Condé,24,173,67,800000,High,Medium,77,52,60,68,57,73,62
H. Löfkvist,26,186,76,450000,High,Medium,69,34,55,60,59,73,62
J. Sylvestre-Brac,22,185,75,850000,Medium,Medium,59,33,52,52,60,67,62
M. Doumbouya,23,183,79,625000,Medium,Low,70,61,47,63,19,60,62
Dani Garrido,21,170,70,900000,Medium,Medium,58,50,61,62,57,55,62
B. Fleming,21,175,70,850000,Medium,Medium,74,35,49,63,58,58,62
A. Cardozo,26,179,75,475000,Medium,Medium,64,53,56,58,53,59,62
M. Halsti,37,185,84,70000,Low,High,32,46,59,49,61,67,62
M. Abubakari,21,184,82,900000,Medium,Medium,68,61,44,59,23,79,62
T. Takamine,23,177,74,600000,Medium,Medium,59,54,59,64,58,67,62
Jin Seong Wook,27,183,78,475000,High,Medium,75,57,50,66,25,75,62
A. Al Sahabi,34,181,68,130000,Medium,Medium,67,33,46,54,62,71,62
S. Baghdadi,23,189,80,575000,Medium,Medium,65,60,55,60,23,57,62
C. Boukhalfa,22,186,78,850000,Medium,Medium,60,50,54,56,59,67,62
Martín,21,175,70,975000,Medium,Medium,66,56,65,63,54,56,62
M. Boman,32,188,92,325000,Medium,High,54,61,48,56,38,76,62
O. Banks,28,190,75,400000,High,Low,53,62,63,59,56,79,62
D. Agrón,20,184,74,825000,Medium,Medium,58,25,39,43,61,66,62
B. Reeves,29,172,67,400000,High,Medium,70,55,61,68,53,62,62
P. Krawczyk,26,187,78,500000,Medium,Low,65,59,45,60,21,60,62
O. Macías,22,177,72,800000,Medium,Medium,72,54,62,65,52,61,62
L. Assignon,21,179,67,950000,Medium,Medium,77,38,52,60,59,57,62
Lee Jong Sung,28,187,75,400000,Medium,Medium,45,55,58,59,60,74,62
N. Powder,22,178,69,850000,High,High,82,38,48,55,54,67,62
S. Keogh,19,176,72,1000000,Medium,Medium,72,44,53,62,57,58,62
K. Okuno,21,174,63,850000,Medium,Medium,67,52,59,64,60,59,62
J. Cabal,20,185,77,825000,Medium,High,75,30,45,58,59,61,62
F. Bainović,25,178,76,475000,Low,Medium,58,43,57,55,58,68,62
Doo Hyun Seok,25,169,65,525000,High,Medium,82,58,51,65,19,57,62
D. Camacho,24,178,71,600000,Medium,Medium,67,55,57,63,42,58,62
A. Kalogeropoulos,16,187,75,1000000,Low,Medium,68,33,48,48,63,66,62
Pablo Valencia,20,188,74,750000,Medium,Medium,66,61,60,67,23,59,62
Y. Begraoui,19,178,70,950000,High,Low,79,58,52,64,21,56,62
E. Dos Santos Haesler,22,196,85,775000,Medium,Medium,60,63,64,62,28,59,62
S. Sebulonsen,21,181,78,950000,High,Medium,71,55,56,61,56,68,62
Choi Jong Hoan,33,177,72,210000,Medium,Medium,63,47,59,61,56,70,62
Rúben Ramos,22,190,70,850000,Medium,Medium,54,42,53,56,63,66,62
Diego Guti,20,171,68,900000,Medium,Medium,62,44,56,63,61,56,62
Yeo Bong Hun,27,178,70,450000,Medium,Medium,66,57,58,62,53,66,62
M. Al Furayj,33,188,80,130000,Medium,Medium,63,59,58,65,45,61,62
N. Skyttä,19,170,69,950000,Medium,Medium,68,48,65,64,43,49,62
Félix Alonso,20,185,76,950000,Medium,Medium,64,51,60,61,55,67,62
N. Nkounkou,20,180,78,1000000,High,Medium,80,41,52,62,54,66,62
Volnei Feltes,21,188,80,825000,Medium,Medium,58,32,33,36,63,66,62
M. Navarro,22,173,66,850000,High,High,70,31,51,62,57,51,62
A. Sheehan,34,180,71,130000,Medium,Medium,49,49,63,53,61,62,62
D. Cornell,30,188,79,275000,Medium,Medium,63,62,62,63,36,61,62
F. Alves,21,189,78,925000,Medium,Medium,52,30,40,47,62,70,62
R. Vinderslev,23,185,76,575000,Medium,High,54,41,53,58,57,73,62
S. Aw,22,175,68,850000,Medium,Medium,73,30,49,59,57,61,62
F. Ghazi,27,176,76,425000,Medium,Medium,72,26,48,57,59,65,62
Park Yong Ji,28,183,74,400000,High,Low,83,58,58,61,22,48,62
S. Byrne,28,183,74,400000,Medium,Medium,68,51,59,62,59,66,62
J. Cruz,21,184,71,900000,Medium,Medium,61,63,42,58,27,62,62
N. Boushal,21,175,68,850000,High,Medium,75,33,47,56,58,71,62
R. Mina,21,184,84,825000,Medium,Medium,66,37,53,52,60,65,62
S. Silva,31,181,74,325000,Medium,Medium,67,62,60,67,35,57,62
A. Al Asmari,24,185,74,600000,Medium,Medium,67,57,58,63,58,70,62
J. Flores,25,180,75,575000,Medium,Medium,67,62,63,64,57,60,62
J. Tineo,25,183,75,525000,Medium,Medium,59,23,41,41,61,62,62
A. El Moukhantir,23,172,65,625000,Medium,Medium,71,57,61,64,45,59,62
N. Baxevanos,21,187,85,825000,Low,Medium,70,19,28,34,61,71,62
J. Chapman,27,183,72,425000,Medium,Medium,63,55,60,65,52,69,62
D. Happe,22,195,85,825000,Medium,Medium,55,28,42,41,61,77,62
A. Domínguez,24,186,82,800000,Medium,Low,64,61,49,54,27,74,62
Kim Dae Jung,28,188,85,375000,Medium,Medium,39,47,45,49,60,73,62
Kim Dong Hyun,24,182,72,800000,Medium,Medium,66,47,57,61,53,70,62
R. Muhammed,27,184,82,425000,High,Medium,91,57,51,65,32,71,62
L. Kerry,32,168,74,325000,Medium,High,67,53,59,64,56,62,62
N. Broadhead,23,178,73,875000,Medium,Medium,67,63,58,66,31,50,62
S. Müller,20,180,74,975000,High,Medium,74,58,49,69,17,54,62
Alexandre Penetra,19,186,79,875000,Medium,Medium,62,29,45,40,66,55,62
C. Varela,21,189,73,775000,Medium,Medium,64,59,58,63,34,61,62
A. Irving,21,180,66,975000,Medium,Medium,57,56,67,64,57,55,62
J. Aspropotamitis,25,188,76,475000,Medium,High,64,23,43,41,60,76,62
I. Mesík,20,186,75,825000,Medium,Medium,65,41,59,60,61,68,62
J. Birkfeldt,25,183,79,525000,Medium,High,63,28,41,45,61,68,62
Sana Gomes,18,180,70,800000,Medium,Medium,69,33,47,61,58,61,62
I. May,23,183,83,575000,Medium,High,62,49,54,60,60,70,62
D. Rosales,23,170,70,850000,High,Medium,67,36,53,57,60,49,62
H. Ito,22,186,78,825000,Medium,Medium,69,51,59,59,61,68,62
R. Coughlan,24,178,75,550000,Medium,Medium,75,60,54,64,24,67,62
Jójó,20,186,80,575000,Medium,Medium,69,32,42,59,59,67,62
De Tomás,20,172,68,950000,Medium,Medium,67,58,59,64,30,50,62
C. Riveros,22,182,80,700000,Medium,Medium,61,60,61,63,31,62,62
D. Bouzanis,30,185,84,275000,Medium,Medium,62,60,64,62,60,61,62
R. Uldriķis,23,198,92,900000,High,Medium,39,62,51,54,33,78,62
D. Philipp,21,180,72,975000,Medium,Low,77,60,57,67,39,53,62
S. Al Khayri,26,173,76,450000,Medium,Medium,78,29,46,55,55,73,62
Fan Yunlong,32,180,75,325000,Medium,Medium,72,54,64,63,53,70,62
J. MacKenzie,20,191,65,825000,Medium,Medium,71,26,53,57,58,64,62
L. Horn,22,177,72,900000,High,Medium,73,54,59,63,38,54,62
J. Burroughs,20,188,80,925000,Medium,Medium,76,48,58,59,57,66,62
B. Doukansy,21,188,67,850000,Medium,Medium,53,39,56,61,58,66,62
A. Gnahoua,29,185,80,400000,Medium,Medium,82,59,54,64,26,71,62
J. McGarry,23,180,75,750000,High,Low,82,55,57,66,52,71,62
A. Thapa,23,169,60,825000,High,Medium,69,52,62,65,54,64,62
J. Cuéllar,21,184,80,700000,Medium,Medium,62,61,61,60,29,60,62
Wang Jie,32,184,81,250000,Medium,Medium,50,44,41,51,60,74,62
S. Mohlin,25,190,80,350000,Medium,Medium,66,58,63,67,46,55,62
A. Taiwo,22,185,80,900000,Medium,Medium,72,60,45,61,23,64,62
M. Bezpalec,24,182,77,525000,Medium,Medium,68,34,52,51,61,66,62
S. Bennett,30,178,81,375000,Medium,High,39,53,55,56,62,74,62
D. Bielica,22,191,80,500000,Medium,Medium,61,61,58,65,37,61,62
S. Canestrelli,20,192,81,825000,Medium,Medium,60,31,39,35,64,67,62
P. Liza,21,180,84,975000,Medium,Low,73,61,58,68,39,59,62
S. Foss,22,185,80,825000,Medium,Medium,59,25,41,44,63,66,62
T. O'Connor,22,180,70,850000,Medium,High,66,46,58,58,57,69,62
J. Marchán,22,170,58,900000,Medium,Medium,75,56,53,68,27,33,62
R. O'Donnell,32,188,85,200000,Medium,Medium,62,63,61,62,52,61,62
M. Ivanovski,31,182,78,325000,Medium,Medium,68,60,50,65,29,62,62
C. Țîră,27,190,80,475000,Medium,Low,71,60,50,63,26,69,62
M. Sætra,24,198,90,500000,Medium,Medium,64,61,58,64,45,60,62
M. Doucouré,23,183,78,825000,Medium,Medium,63,31,49,54,62,59,62
S. Mulattieri,20,183,77,1100000,Medium,Medium,68,61,59,64,38,60,62
N. Arai,24,173,73,525000,Low,Medium,60,31,55,58,61,62,62
R. Flueraş,22,180,70,900000,High,Medium,85,62,50,66,22,54,62
D. Velimirovic,20,186,75,825000,Medium,High,56,53,52,67,58,69,62
P. Baranowski,30,190,85,325000,Medium,High,62,32,36,34,62,70,62
H. Burgoyne,24,193,80,500000,Medium,Medium,63,62,61,62,35,61,62
K. Matsui,35,187,72,45000,Medium,Medium,60,61,55,60,30,66,62
D. Nlundulu,22,188,75,900000,High,Medium,62,60,46,58,21,66,62
A. Mikkelsen,20,167,65,950000,High,Medium,77,45,57,69,28,49,62
J. Vokins,21,180,70,950000,High,Medium,69,45,51,63,58,60,62
Lee Han Do,27,185,80,450000,Medium,High,62,34,47,58,60,73,62
R. Pereira de Sa,24,177,71,575000,Medium,Low,73,55,62,69,53,59,62
D. Mellor,20,180,75,975000,High,High,72,59,53,61,41,64,62
M. Shabani,22,185,78,900000,High,Medium,68,54,62,65,35,55,62
E. Anderson,18,175,63,1000000,High,Medium,66,62,59,65,35,49,62
C. Antwi,21,169,68,950000,High,Medium,84,40,53,63,55,62,62
César Gelabert,20,182,73,1000000,High,Low,66,58,54,65,34,56,62
N. Ngcobo,21,165,63,900000,High,Medium,69,50,62,66,41,42,62
Marlon Barninho,33,193,88,130000,Medium,Medium,62,60,58,63,46,61,62
Edu Martínez,22,180,70,900000,Medium,Medium,63,62,59,64,42,45,62
J. Wieckhoff,20,188,75,825000,High,Medium,75,44,55,62,56,58,62
B. Nsimba,21,181,78,900000,High,Medium,89,60,53,66,31,59,62
B. Lederman,21,182,75,900000,Medium,Medium,76,57,61,66,50,65,62
O. Al Khalaf,24,176,73,600000,High,Medium,76,46,60,63,54,68,62
J. Taylor,22,178,77,800000,High,High,71,58,60,64,55,63,62
M. Barcola,22,197,83,775000,Medium,Medium,62,59,53,63,25,61,62
R. Charles-Cook,24,175,69,625000,High,High,86,54,57,66,53,67,62
K. Kristinsson,22,190,71,900000,Medium,Medium,66,61,58,65,39,58,62
M. Wallner,24,184,72,600000,High,Medium,78,62,54,64,28,55,62
B. Colula,25,176,74,550000,Medium,Medium,66,35,52,57,60,58,62
D. Mendieta,34,166,67,190000,Medium,Low,61,56,62,64,34,44,62
V. Cuellar,20,175,72,875000,Medium,Medium,65,57,59,62,54,60,62
J. Huysman,32,188,84,275000,Low,Medium,41,33,51,56,63,70,62
L. Bury,25,184,77,525000,Low,High,71,30,50,62,62,68,62
D. Seger,21,179,71,650000,High,Medium,70,55,59,63,40,53,62
P. Marie,26,173,69,475000,Medium,Medium,70,45,50,61,58,58,62
S. Alami,28,169,70,400000,Medium,Medium,72,56,61,68,34,53,62
F. Higl,24,194,83,625000,Medium,Medium,64,61,51,59,27,69,62
